"GEOID","hhs_0k_10k","hhs_100k_125k","hhs_10k_15k","hhs_125k_150k","hhs_150k_200k","hhs_15k_20k","hhs_20k_25k","hhs_25k_30k","hhs_30k_35k","hhs_35k_40k","hhs_40k_45k","hhs_45k_50k","hhs_50k_60k","hhs_60k_75k","hhs_75k_100k","hhs_above_200k","hhs_total","hhs_below_eli","hhs_below_ami50","hhs_below_ami80","hhs_below_ami100","hhs_below_ami120","pct_below_eli","pct_below_ami50","pct_below_ami80","pct_below_ami100","pct_below_ami120"
"482012533001",18,68,0,90,80,0,0,30,38,6,20,33,28,44,173,40,668,22.5,89.78,176.08,225.996,331.5952,0.0336826347305389,0.13440119760479,0.263592814371257,0.338317365269461,0.4964
"482012533002",37,20,50,53,43,18,0,17,0,10,7,44,10,73,105,0,487,107.55,128.3,198.11,271.46,335.552,0.220841889117043,0.263449691991786,0.406796714579055,0.55741273100616,0.689018480492813
"482012534001",32,17,5,5,6,28,18,17,5,19,14,6,26,25,0,5,228,85.55,116.97,171.75,195,195,0.375219298245614,0.513026315789474,0.753289473684211,0.855263157894737,0.855263157894737
"482012535001",62,152,17,0,103,60,25,22,26,30,119,0,50,97,81,0,844,167.3,230.9,417.79,512.212,561.6544,0.198222748815166,0.273578199052133,0.495011848341232,0.606886255924171,0.665467298578199
"482012535002",110,62,150,60,138,23,25,34,42,85,59,0,39,49,144,0,1020,313.1,437.55,570.43,623.488,711.3856,0.306960784313726,0.428970588235294,0.559245098039216,0.611262745098039,0.697436862745098
"482012535003",223,11,70,12,0,81,0,59,9,34,12,61,27,149,74,0,822,382.85,463.42,586.43,728.848,774.0176,0.465754257907543,0.563771289537713,0.713418491484185,0.886676399026764,0.941627250608273
"482012535004",86,36,0,0,0,12,0,74,0,0,0,36,9,66,68,10,397,109.1,172,221.62,286.536,328.0432,0.274811083123426,0.433249370277078,0.55823677581864,0.72175314861461,0.826305289672544
"482012536001",0,23,0,0,9,8,0,21,85,19,24,0,30,22,8,28,277,11.15,125.97,188.54,209.416,214.2992,0.0402527075812274,0.454765342960289,0.680649819494585,0.756014440433213,0.773643321299639
"482012536002",0,0,0,42,0,45,0,9,0,35,0,51,39,104,4,0,329,46.35,76.05,186.28,283.208,285.6496,0.140881458966565,0.231155015197568,0.566200607902736,0.860814589665654,0.868235866261398
"482012536003",0,27,36,56,65,0,70,0,0,13,43,11,41,41,101,160,664,106,114.19,216.87,260.252,321.9024,0.159638554216867,0.171972891566265,0.326611445783133,0.39194578313253,0.484792771084337
"482012536004",127,0,129,0,28,147,73,52,28,37,141,52,201,66,90,0,1171,483.8,579.31,991.62,1057.68,1112.616,0.413151152860803,0.494713919726729,0.846814688300598,0.903228010247652,0.950141759180188
"482012537001",0,23,0,30,0,17,0,30,31,0,27,13,0,94,0,0,265,21.5,78,124.58,212,212,0.0811320754716981,0.294339622641509,0.47011320754717,0.8,0.8
"482012537002",0,28,36,17,0,0,19,49,0,15,173,27,124,80,73,0,641,62.35,113.45,448.6,526.796,571.3552,0.0972698907956318,0.176989079563183,0.69984399375975,0.821834633385335,0.89134976599064
"482012537003",0,193,46,48,18,0,15,0,42,71,0,32,52,21,60,0,598,61,147.73,259.47,282.12,318.744,0.102006688963211,0.247040133779264,0.433896321070234,0.471772575250836,0.533016722408027
"482012537004",39,77,52,0,37,40,29,51,0,43,3,0,15,113,32,0,531,167.65,238.09,279.91,386.664,406.1968,0.315725047080979,0.448380414312618,0.52713747645951,0.728180790960452,0.764965725047081
"482012538001",52,49,78,31,32,14,27,10,55,54,12,0,75,134,71,40,734,172.5,270.02,386.38,514.692,558.0304,0.235013623978202,0.367874659400545,0.526403269754768,0.701215258855586,0.760259400544959
"482012538002",0,13,58,66,50,0,20,0,0,20,56,86,168,44,136,12,729,78,90.6,411.08,459.072,542.0864,0.106995884773663,0.124279835390946,0.563895747599451,0.629728395061728,0.743602743484225
"482012538003",36,41,12,16,0,0,70,41,0,13,33,33,0,113,53,0,461,124.15,167.19,245.91,353.756,386.1072,0.269305856832972,0.362668112798265,0.533427331887202,0.767366594360087,0.83754273318872
"482012538004",103,59,0,0,15,150,0,0,20,58,60,8,0,85,235,37,830,253,309.54,404.95,496.22,639.664,0.304819277108434,0.372939759036145,0.48789156626506,0.597855421686747,0.770679518072289
"482012539001",28,48,22,6,0,102,109,0,81,42,41,0,136,88,84,0,787,261,368.46,567.16,653.368,704.6416,0.331639135959339,0.468182973316391,0.720660736975858,0.830200762388818,0.895351461245235
"482012539002",38,18,46,58,11,7,9,0,18,9,32,0,74,7,71,0,398,100,123.67,233.49,243.692,287.0304,0.251256281407035,0.31072864321608,0.586658291457286,0.612291457286432,0.721181909547739
"482012539003",92,30,30,41,10,38,23,0,43,39,27,20,27,15,90,0,525,183,250.57,340.05,358.68,413.616,0.348571428571429,0.47727619047619,0.647714285714286,0.6832,0.78784
"482012540001",33,53,26,28,7,46,121,32,110,58,31,0,42,59,113,55,814,230.8,404.54,503.13,563.876,632.8512,0.283538083538084,0.496977886977887,0.618095823095823,0.692722358722359,0.777458476658477
"482012540002",70,8,65,15,77,87,16,30,33,8,15,46,61,66,56,29,682,242.5,306.04,435.62,499.912,534.0944,0.355571847507331,0.448739002932551,0.638739002932551,0.733008797653959,0.783129618768328
"482012541001",61,0,66,0,22,89,23,64,23,68,30,56,25,11,41,0,579,248.6,368.84,505.77,518.132,543.1584,0.429360967184801,0.637029360967185,0.873523316062176,0.894873920552677,0.938097409326425
"482012541002",0,0,7,7,0,29,0,0,0,0,12,11,9,59,76,0,210,36,36,72.13,130.952,177.3424,0.171428571428571,0.171428571428571,0.34347619047619,0.623580952380952,0.844487619047619
"482012541003",0,47,0,12,31,47,18,31,50,39,0,0,76,56,0,0,407,69.65,170.57,264.92,317,317,0.171130221130221,0.419090909090909,0.650909090909091,0.778869778869779,0.778869778869779
"482012541004",55,22,9,5,16,59,25,12,23,33,80,10,19,98,0,0,466,149.8,203.79,331.86,423,423,0.321459227467811,0.437317596566524,0.712145922746781,0.907725321888412,0.907725321888412
"482012542001",10,0,5,0,0,24,14,0,14,4,26,8,42,17,34,13,211,53,69.52,148.19,165.768,186.5216,0.251184834123223,0.329478672985782,0.702322274881517,0.785630331753554,0.883988625592417
"482012542002",36,14,29,20,4,11,26,10,12,0,34,11,6,29,71,0,313,103.5,124,177.03,207.692,251.0304,0.330670926517572,0.396166134185303,0.565591054313099,0.663552715654952,0.802014057507987
"482012542003",12,36,7,4,0,15,46,26,3,3,17,0,38,38,8,0,253,83.9,110.89,169.66,205.416,210.2992,0.331620553359684,0.438300395256917,0.670592885375494,0.811920948616601,0.831222134387352
"482012543001",21,0,0,21,8,29,16,8,19,0,0,22,56,9,80,0,289,67.2,93,171.63,184.16,232.992,0.232525951557093,0.321799307958477,0.593875432525952,0.637231833910035,0.806200692041522
"482012543002",19,0,0,6,19,51,43,0,15,23,21,0,58,123,55,0,433,113,142.49,238.61,355.86,389.432,0.260969976905312,0.329076212471132,0.551062355658199,0.821847575057737,0.899381062355658
"482012543003",114,38,59,0,9,56,100,75,0,55,17,26,38,71,72,0,730,340.25,438.65,544.97,614.744,658.6928,0.466095890410959,0.600890410958904,0.746534246575343,0.842115068493151,0.902318904109589
"482012543004",34,32,22,42,11,43,27,0,9,16,0,22,47,30,9,11,355,126,145.08,222.1,250.468,255.9616,0.354929577464789,0.408676056338028,0.625633802816901,0.705543661971831,0.721018591549296
"482012544001",21,7,46,27,0,30,19,5,0,12,37,5,16,40,17,0,282,116.75,128.56,193.8,231.884,242.2608,0.414007092198582,0.455886524822695,0.687234042553192,0.822283687943262,0.85908085106383
"482012544002",21,27,0,3,0,16,7,0,5,13,11,0,5,42,4,0,154,44,57.19,80.94,120.208,122.6496,0.285714285714286,0.371363636363636,0.525584415584416,0.780571428571429,0.796425974025974
"482012544003",33,6,30,5,5,21,40,5,0,25,9,0,5,16,0,0,200,124.75,144.75,169.12,184,184,0.62375,0.72375,0.8456,0.92,0.92
"482012544004",66,33,14,0,0,12,14,13,0,22,0,8,7,6,26,0,221,107.95,132.86,156.42,163.352,179.2224,0.488461538461538,0.601176470588235,0.707782805429864,0.739149321266968,0.810961085972851
"482012545001",11,5,24,0,0,20,14,13,4,14,9,35,12,15,23,12,211,70.95,94.82,157.05,172.196,186.2352,0.336255924170616,0.449383886255924,0.744312796208531,0.816094786729858,0.882631279620853
"482012545002",28,17,17,0,9,22,39,30,12,13,23,20,42,33,42,13,360,110.5,156.19,248.31,281.184,306.8208,0.306944444444444,0.433861111111111,0.68975,0.781066666666667,0.85228
"482012546001",0,36,25,0,32,9,10,20,21,8,39,7,9,42,26,36,320,47,90.04,150.94,191.352,207.2224,0.146875,0.281375,0.4716875,0.597975,0.64757
"482012546002",64,9,0,6,60,30,32,12,25,45,43,9,73,145,58,9,620,127.8,191.35,343.15,481.016,516.4192,0.206129032258065,0.308629032258064,0.553467741935484,0.775832258064516,0.832934193548387
"482012546003",18,42,17,16,0,0,9,9,10,8,38,0,27,27,38,17,276,45.35,68.04,137.89,164.976,188.1712,0.164311594202899,0.246521739130435,0.499601449275362,0.597739130434783,0.681779710144928
"482012547001",107,82,34,76,84,29,17,24,81,34,53,23,105,54,127,30,960,190.6,313.42,510.78,567.604,645.1248,0.198541666666667,0.326479166666667,0.5320625,0.591254166666667,0.672005
"482013101001",197,51,299,13,0,64,112,42,146,0,45,0,113,95,86,15,1278,678.3,860,1024.65,1117.472,1169.9664,0.53075117370892,0.672926447574335,0.801760563380282,0.874391236306729,0.915466666666667
"482013101002",44,119,0,99,238,43,20,16,67,12,23,31,14,149,233,87,1195,109.4,197.56,280.43,431.116,573.3392,0.0915481171548117,0.165322175732218,0.234669456066946,0.360766527196653,0.479781757322176
"482013102001",31,138,21,169,131,4,35,24,0,24,6,9,21,35,107,151,906,94.6,130.12,177.45,215.564,280.8768,0.104415011037528,0.143620309050773,0.195860927152318,0.2379293598234,0.310018543046358
"482013103001",33,0,74,0,0,0,9,69,24,0,0,54,19,64,0,14,360,126.35,209,286.48,346,346,0.350972222222222,0.580555555555556,0.795777777777778,0.961111111111111,0.961111111111111
"482013103002",0,20,10,21,9,12,0,11,20,0,20,8,85,9,11,0,236,23.65,53,166.63,175.572,182.2864,0.10021186440678,0.224576271186441,0.706059322033898,0.743949152542373,0.7724
"482013103003",25,9,0,0,9,12,95,38,36,18,32,0,0,115,9,0,398,137.7,217.34,264.05,371.468,376.9616,0.345979899497487,0.54608040201005,0.663442211055276,0.933336683417085,0.947139698492462
"482013103004",42,36,19,9,11,47,34,0,0,48,37,18,58,9,60,8,436,142,172.24,303.63,315.12,351.744,0.325688073394495,0.395045871559633,0.696399082568807,0.722752293577982,0.806752293577982
"482013103005",0,45,16,0,9,0,24,0,0,0,44,0,19,11,39,0,207,40,40,103.77,116.028,139.8336,0.193236714975845,0.193236714975845,0.501304347826087,0.560521739130435,0.675524637681159
"482013103006",26,22,0,0,0,9,0,0,55,34,46,0,31,0,0,7,230,35,111.42,201,201,201,0.152173913043478,0.484434782608696,0.873913043478261,0.873913043478261,0.873913043478261
"482013104001",66,31,87,7,0,61,10,15,49,62,30,0,18,14,33,0,483,226.25,327.06,398.98,413.716,433.8592,0.468426501035197,0.677142857142857,0.826045548654244,0.856554865424431,0.898259213250518
"482013104002",0,0,0,22,0,63,18,49,32,0,29,0,17,8,36,0,274,88.35,162,208.56,217.872,239.8464,0.322445255474453,0.591240875912409,0.761167883211679,0.795153284671533,0.875351824817518
"482013104003",72,0,63,7,0,42,37,47,43,17,9,71,0,15,43,0,466,221.05,314.71,402.05,418.236,444.4832,0.474356223175966,0.675343347639485,0.862768240343348,0.897502145922747,0.95382660944206
"482013105001",0,22,57,0,4,25,30,0,13,0,23,0,28,110,4,0,316,112,125,183.7,286.208,288.6496,0.354430379746835,0.395569620253165,0.581329113924051,0.905721518987342,0.913448101265823
"482013105002",57,23,48,0,5,48,0,66,0,52,68,20,63,28,54,0,532,162.9,251.76,423.96,452.808,485.7696,0.306203007518797,0.473233082706767,0.796917293233083,0.851142857142857,0.913100751879699
"482013105003",97,0,64,7,0,80,29,0,10,33,42,90,29,65,42,0,588,270,300.79,478.55,541.184,566.8208,0.459183673469388,0.511547619047619,0.813860544217687,0.920380952380952,0.963980952380952
"482013106001",16,23,0,0,0,35,8,33,18,11,0,20,41,59,78,0,342,63.95,116.93,186.13,245.056,292.6672,0.186988304093567,0.341900584795322,0.544239766081871,0.716538011695906,0.855752046783626
"482013106002",83,45,23,0,36,20,56,58,46,57,77,0,44,69,59,0,673,190.7,321.91,468.83,536.068,572.0816,0.283358098068351,0.478320950965825,0.696627043090639,0.796534918276374,0.850046953937593
"482013106003",42,0,12,0,0,51,34,24,60,0,0,0,0,19,24,0,266,142.6,223,224.33,243.248,257.8976,0.53609022556391,0.838345864661654,0.843345864661654,0.914466165413534,0.96953984962406
"482013106004",24,0,24,8,0,33,0,7,20,21,0,0,17,77,18,24,273,82.05,121.23,151.39,223.936,234.9232,0.300549450549451,0.444065934065934,0.554542124542124,0.820278388278388,0.860524542124542
"482013106005",39,0,26,9,0,65,40,10,97,9,29,45,35,78,34,0,516,171.5,282.67,400.46,474.768,495.5216,0.332364341085271,0.54781007751938,0.776085271317829,0.920093023255814,0.960313178294574
"482013107001",0,49,52,48,8,69,51,46,24,43,22,31,45,25,62,0,575,178.9,269.09,384.75,411.224,449.0688,0.311130434782609,0.467982608695652,0.669130434782609,0.715172173913043,0.780989217391304
"482013107002",39,37,61,11,114,74,94,0,32,0,34,0,23,72,93,31,715,268,300,362.04,433.836,490.6032,0.374825174825175,0.41958041958042,0.50634965034965,0.606763636363636,0.686158321678322
"482013108001",65,4,49,0,0,82,70,53,39,35,0,8,6,40,17,0,468,273.95,380.05,409.8,447.884,458.2608,0.585363247863248,0.81207264957265,0.875641025641026,0.957017094017094,0.979189743589744
"482013108002",27,14,29,8,7,17,60,10,10,47,5,30,63,31,63,5,426,134.5,182.61,300.17,332.276,370.7312,0.315727699530516,0.428661971830986,0.70462441314554,0.779990610328638,0.87026103286385
"482013109001",25,6,23,0,0,53,52,22,24,0,6,0,90,15,29,0,345,156.3,199,296.05,311.508,329.2096,0.45304347826087,0.576811594202899,0.858115942028986,0.902921739130435,0.954230724637681
"482013109002",55,5,18,29,22,21,24,31,49,22,10,13,0,33,25,0,357,122.65,211.86,245.31,277.3,292.56,0.343557422969188,0.593445378151261,0.687142857142857,0.776750700280112,0.819495798319328
"482013109003",130,0,61,3,0,42,69,0,19,0,0,6,57,0,8,0,395,302,321,384,384.416,389.2992,0.764556962025316,0.812658227848101,0.972151898734177,0.973205063291139,0.985567594936709
"482013109004",8,9,11,0,0,26,26,17,25,0,55,20,17,0,0,8,222,73.55,113,205,205,205,0.331306306306306,0.509009009009009,0.923423423423423,0.923423423423423,0.923423423423423
"482013109005",67,0,31,30,8,0,74,0,30,20,0,31,9,75,34,0,409,172,214.6,267.25,338.768,359.5216,0.420537897310513,0.524694376528117,0.653422982885086,0.828283618581907,0.879025916870416
"482013110001",19,0,18,30,0,0,0,30,0,0,0,16,0,11,35,0,159,41.5,67,83.77,95.82,117.184,0.261006289308176,0.421383647798742,0.52685534591195,0.602641509433962,0.737006289308176
"482013110002",0,32,0,0,0,59,39,16,0,0,0,0,43,16,0,0,205,100.4,114,158.12,173,173,0.489756097560976,0.55609756097561,0.771317073170732,0.84390243902439,0.84390243902439
"482013110003",0,0,31,0,0,174,53,53,30,0,26,15,0,99,23,0,504,265.95,341,388.93,482.196,496.2352,0.527678571428571,0.676587301587302,0.771686507936508,0.956738095238095,0.984593650793651
"482013110004",31,39,15,0,0,19,51,51,37,23,53,89,0,92,29,0,529,123.65,218.49,375.44,462.508,480.2096,0.233742911153119,0.413024574669187,0.709716446124764,0.874306238185255,0.907768620037807
"482013110005",71,0,56,0,26,60,72,56,18,0,0,17,44,0,74,0,494,267.4,333,394,397.848,443.0176,0.541295546558704,0.674089068825911,0.797570850202429,0.80536032388664,0.896796761133603
"482013111001",53,0,12,0,0,16,20,24,21,38,51,48,19,39,6,15,362,104.6,169.94,304.73,341.312,344.9744,0.288950276243094,0.469447513812155,0.841795580110497,0.942850828729282,0.952967955801105
"482013111002",12,0,19,0,0,43,29,49,20,30,26,0,58,0,26,0,312,110.35,190.9,286,287.352,303.2224,0.353685897435897,0.611858974358974,0.916666666666667,0.921,0.971866666666667
"482013111003",73,22,38,0,0,23,0,27,46,50,16,32,54,69,37,0,487,138.05,238.5,363.83,429.924,452.5088,0.28347022587269,0.489733059548255,0.747084188911704,0.882800821355236,0.929176180698152
"482013111004",32,29,45,0,0,34,13,28,53,62,42,30,46,56,48,0,518,128.2,244.06,388.92,443.496,472.7952,0.247490347490347,0.471158301158301,0.750810810810811,0.856169884169884,0.912732046332046
"482013112001",21,64,24,9,25,60,41,0,0,42,77,52,66,25,58,10,574,146,172.46,384.75,411.016,446.4192,0.254355400696864,0.300452961672474,0.670296167247387,0.71605574912892,0.777733797909408
"482013112002",10,0,44,9,0,42,92,41,85,74,42,38,67,65,35,0,644,194.15,360.62,539.55,601.82,623.184,0.301475155279503,0.559968944099379,0.837810559006211,0.934503105590062,0.96767701863354
"482013112003",150,21,95,10,10,17,18,31,44,10,30,57,16,19,10,0,538,284.65,361.3,469.33,487.52,493.624,0.529089219330855,0.671561338289963,0.872360594795539,0.906171003717472,0.917516728624535
"482013113001",0,17,10,8,32,21,20,52,19,20,43,13,0,65,53,0,373,58.8,134.6,202.55,265.756,298.1072,0.157640750670241,0.360857908847185,0.543029490616622,0.712482573726541,0.799215013404826
"482013113002",62,66,25,0,0,48,61,47,44,0,54,41,37,0,84,0,569,203.05,287,419,423.368,474.6416,0.356854130052724,0.504393673110721,0.736379613356766,0.744056239015817,0.834168014059754
"482013113003",26,61,67,44,9,52,0,0,42,55,0,95,52,9,79,0,591,145,221.65,389.63,402.108,450.3296,0.245346869712352,0.375042301184433,0.65927241962775,0.68038578680203,0.761979018612521
"482013114001",73,19,57,45,5,33,31,0,12,4,10,27,53,48,16,6,439,194,208.52,303.36,348.832,358.5984,0.441913439635535,0.47498861047836,0.691025056947608,0.794605922551253,0.81685284738041
"482013115001",74,0,41,0,0,46,38,0,58,21,38,0,36,77,0,0,429,199,270.23,357.39,429,429,0.463869463869464,0.62990675990676,0.833076923076923,1,1
"482013115002",8,15,43,0,0,48,0,39,0,6,25,37,66,65,39,0,391,104.85,141.78,276.55,339.028,362.8336,0.268158567774936,0.362608695652174,0.707289002557545,0.867079283887468,0.927963171355499
"482013115003",33,108,174,0,0,0,59,39,28,0,123,42,105,31,63,0,805,271.85,333,605.17,637.276,675.7312,0.337701863354037,0.413664596273292,0.751763975155279,0.791647204968944,0.839417639751553
"482013115004",0,93,30,0,30,31,67,0,20,0,12,0,127,78,39,0,527,128,148,292.46,367.028,390.8336,0.242884250474383,0.280834914611006,0.554952561669829,0.696447817836812,0.741619734345351
"482013116001",8,0,8,0,0,56,62,40,20,9,49,0,18,77,16,0,363,140,199.67,275.39,347.832,357.5984,0.385674931129477,0.550055096418733,0.758650137741047,0.958214876033058,0.98511955922865
"482013116002",71,19,96,0,18,50,123,79,76,25,82,56,125,55,0,0,875,351.85,510.75,786.85,838,838,0.402114285714286,0.583714285714286,0.899257142857143,0.957714285714286,0.957714285714286
"482013116003",28,0,11,0,0,25,38,21,35,18,19,10,0,0,0,0,205,105.15,169.34,205,205,205,0.512926829268293,0.826048780487805,1,1,1
"482013117001",147,39,122,9,46,179,104,59,105,59,55,30,59,44,55,0,1112,560.85,753.17,922.08,965.86,999.432,0.504361510791367,0.677311151079137,0.829208633093525,0.868579136690647,0.898769784172662
"482013117002",75,45,44,0,40,94,107,82,21,41,0,0,38,54,54,0,695,332.3,448.83,505.78,558.808,591.7696,0.478129496402878,0.645798561151079,0.727741007194245,0.804040287769784,0.851467050359712
"482013118001",24,8,43,32,28,14,41,49,9,38,21,0,29,22,45,0,403,129.35,203.94,269.54,292.34,319.808,0.320967741935484,0.50605459057072,0.668833746898263,0.725409429280397,0.7935682382134
"482013118002",37,37,9,0,0,33,43,28,55,19,40,0,0,38,65,7,411,126.2,216.97,266.66,305.38,345.056,0.30705596107056,0.527907542579075,0.648807785888078,0.74301703163017,0.839552311435523
"482013118003",50,9,40,0,0,33,65,19,45,0,68,0,23,6,0,0,358,190.85,252,343.42,349,349,0.533100558659218,0.70391061452514,0.95927374301676,0.974860335195531,0.974860335195531
"482013119001",30,26,0,0,0,7,15,25,0,6,41,27,34,22,28,0,261,55.75,80.78,186.54,208.456,225.5472,0.21360153256705,0.309501915708812,0.714712643678161,0.798681992337165,0.864165517241379
"482013119002",64,12,42,13,0,33,51,33,5,0,20,26,54,54,34,0,441,194.95,228,331.78,383.768,404.5216,0.442063492063492,0.517006802721088,0.752335600907029,0.870222222222222,0.91728253968254
"482013120001",44,36,16,15,5,27,12,0,0,52,0,17,5,27,42,8,306,99,131.76,174.89,202.184,227.8208,0.323529411764706,0.430588235294118,0.571535947712418,0.660732026143791,0.744512418300654
"482013120002",52,51,0,37,0,0,0,6,5,34,10,9,31,27,66,9,337,52.9,84.42,148.89,177.432,217.7184,0.156973293768546,0.250504451038576,0.441810089020771,0.526504451038576,0.646048664688427
"482013121001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"482013122001",8,17,67,4,0,3,8,55,0,20,9,0,0,38,0,0,229,94.25,153.6,172.66,208,208,0.411572052401747,0.670742358078603,0.753973799126638,0.908296943231441,0.908296943231441
"482013122002",42,0,65,8,0,11,32,26,43,24,42,0,24,17,0,0,334,153.9,234.12,310.19,326,326,0.460778443113772,0.700958083832335,0.928712574850299,0.976047904191617,0.976047904191617
"482013122003",72,0,7,0,0,5,34,27,4,8,29,15,39,0,30,13,283,122.05,154.04,240,241.56,259.872,0.431272084805654,0.544310954063604,0.848056537102474,0.85356890459364,0.918275618374558
"482013123001",35,50,23,11,53,33,13,16,38,34,11,11,21,14,41,0,404,106.4,179.42,235.98,251.132,276.1584,0.263366336633663,0.444108910891089,0.584108910891089,0.621613861386139,0.683560396039604
"482013123002",93,11,124,0,6,57,22,27,12,17,26,9,40,0,0,14,458,300.05,345.71,427,427,427,0.655131004366812,0.754825327510917,0.932314410480349,0.932314410480349,0.932314410480349
"482013124001",94,24,34,4,7,108,5,0,44,10,28,0,0,4,4,6,372,241,291.3,323.28,327.208,329.6496,0.647849462365591,0.783064516129032,0.869032258064516,0.879591397849462,0.886154838709677
"482013124002",123,0,16,7,0,28,0,13,12,15,13,22,0,4,0,0,253,168.95,201.45,242.28,246,246,0.667786561264822,0.796245059288538,0.957628458498024,0.972332015810277,0.972332015810277
"482013124003",114,5,6,0,18,15,35,0,7,17,41,11,9,36,32,0,346,170,187.71,257.52,292.664,312.1968,0.491329479768786,0.542514450867052,0.744277456647399,0.845849710982659,0.90230289017341
"482013125001",47,119,87,98,147,38,0,8,43,21,0,0,30,8,152,188,986,173.2,236.23,274.56,289.904,382.6848,0.175659229208925,0.239584178498986,0.278458417849899,0.294020283975659,0.38811845841785
"482013125002",40,29,66,47,53,34,16,27,9,8,57,24,64,125,75,79,753,160.05,197.04,353.75,473.9,519.68,0.212549800796813,0.261673306772908,0.469787516600266,0.629349269588313,0.690146082337317
"482013126001",360,147,14,168,211,18,63,0,17,29,73,33,181,64,108,240,1726,455,490.27,792.48,857.616,923.5392,0.263615295480881,0.284049826187717,0.459142526071842,0.496880648899189,0.535074855156431
"482013126002",94,115,0,179,227,16,72,0,0,0,16,0,76,123,121,69,1108,182,182,282.61,403.292,477.1504,0.164259927797834,0.164259927797834,0.255063176895307,0.363981949458484,0.430641155234657
"482013126003",13,19,0,78,18,31,85,0,0,8,0,29,18,58,0,29,386,129,134.04,188.06,242,242,0.33419689119171,0.347253886010363,0.48720207253886,0.626943005181347,0.626943005181347
"482013126004",0,51,16,83,111,0,0,44,15,0,153,0,28,62,44,197,804,22.6,75,260.34,320.288,347.1456,0.0281094527363184,0.0932835820895522,0.323805970149254,0.39836815920398,0.431773134328358
"482013127001",8,23,5,6,14,6,36,0,28,0,20,12,24,48,53,0,283,55,83,142.36,189.756,222.1072,0.19434628975265,0.293286219081272,0.503038869257951,0.670515901060071,0.78483109540636
"482013127002",27,37,42,12,0,25,34,23,16,44,2,22,79,62,26,38,489,131.45,194.72,318.34,377.352,393.2224,0.26881390593047,0.398200408997955,0.651002044989775,0.771680981595092,0.804135787321063
"482013127003",42,4,27,0,0,6,6,46,5,0,32,35,48,9,22,20,302,87.9,132,247.63,257.144,270.5728,0.291059602649007,0.437086092715232,0.819966887417219,0.851470198675497,0.89593642384106
"482013128001",216,0,117,0,0,65,4,31,18,0,5,7,0,14,0,0,477,406.65,451,463.98,477,477,0.85251572327044,0.945492662473795,0.972704402515723,1,1
"482013128002",13,24,31,7,0,36,18,4,25,0,0,4,16,0,4,0,182,98.6,127,147,147.208,149.6496,0.541758241758242,0.697802197802198,0.807692307692308,0.808835164835165,0.822250549450549
"482013129001",204,112,130,0,50,40,42,58,37,85,40,7,17,22,52,41,937,424.7,564.55,661.54,684.704,716.4448,0.453255069370331,0.602508004268943,0.706019210245464,0.730740661686233,0.764615581643543
"482013129002",125,22,0,7,40,18,30,0,12,38,58,29,44,25,38,84,570,173,208.94,355.75,380.976,404.1712,0.303508771929825,0.366561403508772,0.624122807017544,0.668378947368421,0.709072280701754
"482013130001",17,32,35,22,59,0,5,0,39,10,0,10,41,61,24,0,355,57,102.3,161.27,219.248,233.8976,0.16056338028169,0.288169014084507,0.454281690140845,0.6176,0.658866478873239
"482013130002",35,22,80,12,0,21,43,5,11,13,24,0,30,0,70,19,385,179.75,203.19,262,265.64,308.368,0.466883116883117,0.527766233766234,0.680519480519481,0.689974025974026,0.800955844155844
"482013130003",102,0,7,25,0,75,34,44,0,59,39,20,0,40,42,11,498,224.6,299.17,382.8,422.184,447.8208,0.451004016064257,0.60074297188755,0.768674698795181,0.847759036144578,0.899238554216867
"482013131001",173,86,35,106,117,51,27,30,22,50,40,38,91,84,272,218,1440,290.5,369.5,562.88,655.144,821.1728,0.201736111111111,0.256597222222222,0.390888888888889,0.454961111111111,0.570258888888889
"482013131002",64,52,0,25,0,0,0,10,0,0,0,0,10,55,14,49,279,65.5,74,87.85,139.728,148.2736,0.234767025089606,0.265232974910394,0.314874551971326,0.500817204301075,0.531446594982079
"482013132001",30,55,9,9,44,17,22,0,16,18,8,10,35,76,51,38,438,78,105.34,170.32,243.652,274.7824,0.178082191780822,0.240502283105023,0.388858447488584,0.556283105022831,0.627357077625571
"482013132002",51,9,34,0,50,0,51,0,8,0,13,31,0,90,0,13,350,136,144,194.3,278,278,0.388571428571429,0.411428571428571,0.555142857142857,0.794285714285714,0.794285714285714
"482013132003",114,36,58,30,18,130,133,90,0,0,66,17,44,67,47,19,869,448.5,525,656.69,721.444,750.1328,0.516110471806674,0.604142692750288,0.755684695051784,0.830200230149597,0.863213808975834
"482013132004",9,52,0,11,41,13,8,0,26,0,23,0,12,22,0,7,224,30,56,92.54,113,113,0.133928571428571,0.25,0.413125,0.504464285714286,0.504464285714286
"482013133001",134,39,5,6,14,26,35,32,22,0,33,29,9,55,29,0,468,204.8,254,328.85,381.508,399.2096,0.437606837606838,0.542735042735043,0.70267094017094,0.815188034188034,0.853011965811966
"482013133002",0,15,52,18,21,81,39,12,22,56,25,53,43,63,37,0,537,173.8,241.28,387.41,447.924,470.5088,0.32364990689013,0.449310986964618,0.721433891992551,0.834122905027933,0.876180260707635
"482013134001",159,6,73,0,0,54,39,0,0,21,21,8,31,0,9,0,421,325,338.23,406,406.468,411.9616,0.771971496437055,0.803396674584323,0.96437054631829,0.965482185273159,0.978531116389549
